uniqueIdeaIndex,idea
m2l0u2qdpmwy0-AIRH-312-1,"A computerised, AI game box that features bright colours, audio and visual instructions to facilitate a family game where the first person to bring back an item that matches the image/audio description on the box wins. The AI can visual match the brought back object to the criteria. Eg: colour based for young children (e.g: something blue) with increasing difficulty categories for older age groups (e.g.: something that's recyclable)."
m2l0u2qdpmwy0-AIRH-312-2,"An interactive robotic animal designed to educate children on pet care responsibilities through lifelike experiences. Integrates artificial intelligence and sensory technology to mimic real animal behaviours, characteristics and appearances. It requires regular activities such as walking and comes with an app to track health metric and happiness levels."
m2l0u2qdpmwy0-AIRH-312-3,"Robotic Terrain buggy, that has all-terrain wheels and can be navigated by children through an app and GPS to let them program the buggy to travel where they'd like to explore. Parental controls on the buggy allow them to set the radius the buggy can explore within. and it supports coding and exploration"
m2l11v7ewx9r0-HMNH-314-1,A small boat with a battery that can be sheilded from the water by the outer plastic. The battery would operate a small propeller under the boat that would cause the boat to move forward in the water. The boat would float and would be designed wide enough on the bottom to prevent capsizing. It could be used in a pool or a pond.
m2l11v7ewx9r0-HMNH-314-2,A small raft that would float in the water and could be designed for one child to sit in. There would be plastic pedals on the bottom where the child would place their feet and use the pedals to propel forward in the water.
m2l11v7ewx9r0-HMNH-314-3,A set of medium sized balls that  are more durable than ballons but are filled with a helium mixture that allows them to float in the air for about a minute at a time befroe slowly descending to the floor. It would be a game where up to four children would stand in a square and use rubber bats to to hit the ball to the player of their choice. The object being not to let the ball drop to the ground in the players desinated space. If this happens the player would be eliminated from the game and the game would continue with the remaining playes spaces not larger due to the abscent player. This would go on until their was just one player remaining.
m2l12ymf2xd96-HMRH-316-1,Design a toy car that would have it's mobility and computation working hand in hand to enable autonomous vehicles to navigate complex environment
m2l12ymf2xd96-HMRH-316-2,"A super toy car that kids can control using a computer program to avoid obstacles and even perform fun tricks. It will blend the excitement of remote control cars with educational aspect of programming, offering a fun and interactive way for kids to learn mobility and computation."
m2l12ymf2xd96-HMRH-316-3,"A toy that would allow kids to customize car movement, speed and even create obstacle courses for it to navigate through"
m2l133hgn29d7-AINH-318-1,AquaGlider.  a small innovative floating boat perfect for water.  It is durable and lightweight.  It glides across ponds and lakes.  It has a latex balloon that is environmentally friendly.  you can inflate the balloon using a manual or electric pump. Once inflated the balloon propels the AquaGlider across the water.
m2l133hgn29d7-AINH-318-2,THe Floating Rover X1.  It is an all terrain amphibious vehicle.  It has a waterproof exterior and inflatable pontoons that transition the vehicle across the ground to water.  It is powered by electric motors.
m2l133hgn29d7-AINH-318-3,Slime Wave Cruiser.  It has a buoyant sturdy base that is like a hovercraft.  It has airtight chambers to keep it afloat.  It has a slime reservoir that releases colorful non toxic slime that trails as it moves.
m2l1439fqol2y-AINL-317-1,"Floating Rescue Car: This toy transforms into a rescue boat, perfect for outdoor adventures. It encourages role playing for kids."
m2l1439fqol2y-AINL-317-2,Eco Adventure Vehicle: Educational toy that transforms from a car to a boat utilizing solar power. It teaches kids about renewable energy.
m2l1439fqol2y-AINL-317-3,Splash and Race Track Set: A dual-purpose playset with detachable sections that convert from a dry race track to a waterway!
m2l14q7pio3cw-AIRH-320-1,Robo-Adventure Scooter; can be ridden as expected but also used to code whilst zooming around. It has coding quests and LED-lit adventures. Perfect for those who want to both ride and learn.
m2l14q7pio3cw-AIRH-320-2,"Smart Ball Roller; which combines movement and problem solving through interactive play, by programming a ball to navigate mazes they build themselves. This helps children learn computational basics and encourages creativity and logical thinking."
m2l14q7pio3cw-AIRH-320-3,"Galactic Glider; a wearable jetpack which is controlled by kids' movements. It includes sound effects and an interactive console, where imaginative storytelling boosts young creative minds."
m2l14q7pio3cw-AIRH-320-4,Whizzy Wheels Rover; a remote controlled vehicle with snap-on attachments for limitless missions. It can be programmed via app challenges and carry out treasure hunts to obstacle courses.
m2l16144e7ao4-HMNL-321-1,"A playset featuring an ambitious vehicle that explores land and water environments. Features, articulated vehicles with movable parts example propellers"
m2l16144e7ao4-HMNL-321-2,"a transformable toy that converts from a sleek racing car to a speedboat. Features, retractable wheels and foldable wings for seamless transformation"
m2l16144e7ao4-HMNL-321-3,"A track base toy featuring cars that transforms in to boats, navigating through water filled loops and jumps . ."
m2l172b8o8c38-HMRH-324-1,An animatronic device that identifies what a child is holding or pointing to and describing that object in specific detail based on the age and perspicacity of the child.
m2l172b8o8c38-HMRH-324-2,"A gyroscopically stable skateboard that could help the child learn how to ride it without falling off by computing speed, angle, etc."
m2l172b8o8c38-HMRH-324-3,"A ball that could be programmed to return to whomever had thrown it, calculating the force and distance at which it was thrown so that a child could essentially play catch with themselves."
m2l183ykpisyy-HMNH-322-1,A shoes that will allow kids to glide safely above the grouds and it have air cushion in it .
m2l183ykpisyy-HMNH-322-2,"A boot that can allow a kid to walk or bounce on water, this will use air on the shoes to make it possible"
m2l183ykpisyy-HMNH-322-3,A floating cycle that is self balancing and it moves over water and land which adjuct speed settings dynamically .
m2l1a6v3j06h5-HMRL-323-1,Combining a toy plastic car with a small onboard computer and bluetooth to a computer that allows you to control the car from a tablet or mobile phone. The design of the car could be collectable in nature and modified with an app. This can be combined with friends who have other cars.
m2l1a6v3j06h5-HMRL-323-2,"A wooden set of blocks, shapes and parts that can be put together to form various car designs. The onboard computer would be connected to the play base - which would be like a sandbox where placing the blocks on the base would light up the board and outline different car options. This would be a great way to 'draw' cars with blocks and using the computer technology to assist in tracing out the shapes, so to speak."
